Year,Statistische Region,Nationalität,Schulform,Units,GeoCode,Value
2010,Statistische Region Lüneburg,Deutsche,Insgesamt,Anzahl,SR033,20093.0
2010,Statistische Region Weser-Ems,Deutsche,Insgesamt,Anzahl,SR034,29677.0
2010,Niedersachsen,Deutsche,Insgesamt,Anzahl,SR0,87151.0
2005,Statistische Region Braunschweig,Deutsche,Insgesamt,Anzahl,SR031,17696.0
2005,Statistische Region Hannover,Deutsche,Insgesamt,Anzahl,SR032,21782.0
2005,Statistische Region Lüneburg,Deutsche,Insgesamt,Anzahl,SR033,20632.0
2005,Statistische Region Weser-Ems,Deutsche,Insgesamt,Anzahl,SR034,30914.0
2005,Niedersachsen,Deutsche,Insgesamt,Anzahl,SR0,91024.0
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1970.0
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2783.0
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1527.0
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,3246.0
2021,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,9526.0
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1466.0
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2395.0
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1387.0
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,2647.0
2020,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,7895.0
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1370.0
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2265.0
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1246.0
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,2415.0
2019,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,7296.0
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1257.0
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2089.0
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1188.0
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,2183.0
2018,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,6717.0
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1168.0
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1947.0
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1031.0
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1981.0
2017,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,6127.0
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1032.0
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1572.0
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,911.0
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1688.0
2016,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,5203.0
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,828.0
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1526.0
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,730.0
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1395.0
2015,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,4479.0
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,807.0
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1470.0
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,724.0
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1373.0
2014,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,4374.0
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,943.0
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1672.0
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,677.0
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1342.0
2013,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,4634.0
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1028.0
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1902.0
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,772.0
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1428.0
2012,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,5130.0
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1087.0
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1988.0
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,862.0
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1565.0
2011,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,5502.0
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1147.0
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,1987.0
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,821.0
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1439.0
2010,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,5394.0
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR031,1401.0
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR032,2387.0
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR033,1064.0
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR034,1681.0
2005,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Anzahl,SR0,6533.0
