Year,Fächergruppe,Nationalität,Geschlecht,Units,Value,,,
2020,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.71302957633893,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.15667466027178,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,4.31654676258993,,,
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,46.5227817745803,,,
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.19424460431655,,,
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.386021942299878,,,
2021,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,1.21901665989435E-02,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,1.19869971556278,,,
2021,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.49573344169037,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.251930109711499,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,0.138155221454693,,,
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,2.6899634295002,,,
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.296627387240959,,,
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.321529623595987,,,
2022,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,1.30326674,,,
2022,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.52302152,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.29152019,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,0.16290834,,,
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,2.97950785,,,
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.4801509,,,
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2023,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.25931337,,,
2023,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.14609204,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,20.1607012,,,
2023,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.59678598,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.74799123,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.55661066,,,
2023,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,53.76187,,,
2023,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.7706355,,,
2023,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2024,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.28360528,,,
2024,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.23310023,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,22.7661228,,,
2024,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.07070707,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,3.80730381,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.33100233,,,
2024,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,52.2144522,,,
2024,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,6.29370629,,,
2024,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100,,,
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.69784173,,,
2013,"Sport",Ausländerinnen und Ausländer,Männer,%,0.17985612,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,16.9064748,,,
2013,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.4100719,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,5.9352518,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.97841727,,,
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,54.1366906,,,
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.75539568,,,
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.38345865,,,
2014,"Sport",Ausländerinnen und Ausländer,Männer,%,0.56390977,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,17.6691729,,,
2014,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.7819549,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.5112782,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.31578947,,,
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,54.3233083,,,
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.45112782,,,
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.13385827,,,
2015,"Sport",Ausländerinnen und Ausländer,Männer,%,0,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,14.3700787,,,
2015,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.7952756,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.54330709,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.18110236,,,
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,56.6929134,,,
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,7.28346457,,,
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,5.52268245,,,
2016,"Sport",Ausländerinnen und Ausländer,Männer,%,0.19723866,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,16.17357,,,
2016,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,6.31163708,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.74753452,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.18343195,,,
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,60.9467456,,,
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.91715976,,,
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.58333333,,,
2017,"Sport",Ausländerinnen und Ausländer,Männer,%,0.41666667,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,13.75,,,
2017,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,7.91666667,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.75,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.875,,,
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,60.8333333,,,
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,6.875,,,
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.11522634,,,
2018,"Sport",Ausländerinnen und Ausländer,Männer,%,0,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,17.6954733,,,
2018,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,8.23045267,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.52674897,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,2.26337449,,,
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,60.0823045,,,
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,3.08641975,,,
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.12926391,,,
2019,"Sport",Ausländerinnen und Ausländer,Männer,%,0.35906643,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,14.1831239,,,
2019,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,6.28366248,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.23159785,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.43626571,,,
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,64.9910233,,,
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.38599641,,,
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.4577573,,,
2020,"Sport",Ausländerinnen und Ausländer,Männer,%,0.76804916,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.2887865,,,
2020,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,9.98463902,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.68663594,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,2.15053763,,,
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,63.7480799,,,
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,4.91551459,,,
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,0.073141,,,
2021,"Sport",Ausländerinnen und Ausländer,Männer,%,0.00406339,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.3291345,,,
2021,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.24380333,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,0.10564811,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,0.04876067,,,
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,1.9707436,,,
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.1097115,,,
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,0.08145417,,,
2022,"Sport",Ausländerinnen und Ausländer,Männer,%,,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.35582612,,,
2022,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.28723313,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,0.09002829,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,0.0557318,,,
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,2.16925319,,,
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,0.17576953,,,
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2023,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.05128205,,,
2023,"Sport",Ausländerinnen und Ausländer,Männer,%,0.12820513,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,11.4102564,,,
2023,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,6.15384615,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.56410256,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.15384615,,,
2023,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,72.4358974,,,
2023,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,4.1025641,,,
2023,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2024,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.40320427,,,
2024,"Sport",Ausländerinnen und Ausländer,Männer,%,0.40053405,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,15.3538051,,,
2024,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.07343124,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.26969292,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,0.80106809,,,
2024,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,69.5594126,,,
2024,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,4.1388518,,,
2024,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100,,,
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,18.6915888,,,
2013,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.31152648,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,31.4641745,,,
2013,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,8.87850467,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,4.36137072,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,3.42679128,,,
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,21.0280374,,,
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,11.8380062,,,
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,14.7058824,,,
2014,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.19607843,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,34.1176471,,,
2014,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,12.5490196,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.25490196,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,1.56862745,,,
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,18.8235294,,,
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.7843137,,,
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,15.0943396,,,
2015,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.37735849,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,32.8301887,,,
2015,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,10,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.22641509,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,2.83018868,,,
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,18.3018868,,,
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,14.3396226,,,
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.1633394,,,
2016,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.36297641,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,37.2050817,,,
2016,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.43738657,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,5.6261343,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,3.26678766,,,
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,25.4083485,,,
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,8.52994555,,,
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.6666667,,,
2017,"Sport",Ausländerinnen und Ausländer,Frauen,%,0,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,36,,,
2017,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.23809524,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,5.14285714,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,4,,,
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,26.8571429,,,
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.0952381,,,
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,12.3214286,,,
2018,"Sport",Ausländerinnen und Ausländer,Frauen,%,0,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,37.5,,,
2018,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.60714286,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.25,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,2.32142857,,,
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,27.3214286,,,
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.67857143,,,
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.7142857,,,
2019,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.68027211,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,35.2040816,,,
2019,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,8.50340136,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,6.46258503,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,3.7414966,,,
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,26.8707483,,,
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.82312925,,,
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,10.8333333,,,
2020,"Sport",Ausländerinnen und Ausländer,Frauen,%,,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,33,,,
2020,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.33333333,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,4.66666667,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,6.66666667,,,
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,27.8333333,,,
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.66666667,,,
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.31288094,,,
2021,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.00812678,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.86956522,,,
2021,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.25193011,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.146282,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,0.08939456,,,
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.71921983,,,
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.18691589,,,
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.24007545,,,
2022,"Sport",Ausländerinnen und Ausländer,Frauen,%,,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.94744062,,,
2022,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.23578839,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.2014919,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,0.10717654,,,
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.81025465,,,
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,0.30438138,,,
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2023,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.50764007,,,
2023,"Sport",Ausländerinnen und Ausländer,Frauen,%,0.16977929,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,31.7487267,,,
2023,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.50764007,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.64006791,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,4.41426146,,,
2023,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,29.0322581,,,
2023,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,7.97962649,,,
2023,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
2024,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.2936803,,,
2024,"Sport",Ausländerinnen und Ausländer,Frauen,%,0,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,%,33.0855019,,,
2024,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.85130112,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,%,5.94795539,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,%,4.46096654,,,
2024,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,%,28.0669145,,,
2024,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,%,9.2936803,,,
2024,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,%,100,,,
